set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
11808.157,282.66,1461.97,416.47,0
11808.2,283.57,1862.49,426.21,0
11808.246,283.57,1862.49,426.21,0
11808.309,278.06,1907.59,426.70,1463.96
11808.34,276.55,1851.98,373.46,0
11808.387,276.55,1851.98,373.46,0
11808.418,289.72,1862.23,412.06,0
11808.465,289.72,1862.23,412.06,0
11808.496,286.30,1852.40,398.21,0
11808.543,286.30,1852.40,398.21,0
11808.575,292.03,1869.96,449.56,0
11808.622,292.03,1869.96,449.56,0
11808.668,272.86,1863.49,436.62,0
11808.715,272.86,1863.49,436.62,0
11808.778,278.77,1861.78,415.44,0
11808.825,278.77,1861.78,415.44,0
11808.856,281.99,1858.95,413.26,0
11808.887,281.99,1858.95,413.26,0
11808.934,282.50,1894.33,406.04,0
11808.965,282.50,1894.33,406.04,0
11809.012,280.26,1903.44,413.34,0
11809.043,280.26,1903.44,413.34,0
11809.09,281.10,1850.40,435.22,0
11809.121,281.10,1850.40,435.22,0
11809.184,287.11,1867.01,425.27,0
11809.246,281.36,1862.54,402.45,0
11809.278,281.36,1862.54,402.45,0
11809.309,281.36,1862.54,402.45,0
11809.356,285.84,1840.90,411.73,0
11809.403,285.84,1840.90,411.73,0
11809.45,284.26,1853.39,377.07,0
11809.512,276.55,1857.49,382.39,0
11809.543,276.55,1857.49,382.39,0
11809.575,269.77,1880.23,422.21,0
11809.622,269.77,1880.23,422.21,0
11809.668,278.81,1859.64,417.02,0
11809.7,278.81,1859.64,417.02,0
11809.746,278.81,1859.64,417.02,0
11809.793,272.15,1849.62,406.97,0
11809.825,274.17,1906.18,425.13,0
11809.872,274.17,1906.18,425.13,0
11809.918,273.42,1889.93,400.03,0
11809.95,273.42,1889.93,400.03,0
11809.981,273.42,1889.93,400.03,0
11810.028,272.92,1850.13,402.92,0
11810.075,272.92,1850.13,402.92,0
11810.106,280.16,1854.37,404.16,0
11810.153,280.16,1854.37,404.16,0
11810.195,286.39,1902.18,465.15,0
11810.226,286.39,1902.18,465.15,0
11810.257,287.94,1897.77,467.11,0
11810.32,287.94,1897.77,467.11,0
11810.351,287.53,1877.82,462.42,0
11810.398,287.53,1877.82,462.42,0
11810.445,290.03,1818.25,379.35,0
11810.476,290.03,1818.25,379.35,0
11810.523,285.32,1881.14,433.91,0
11810.554,285.32,1881.14,433.91,0
11810.601,287.14,1866.59,423.94,0
11810.633,287.14,1866.59,423.94,0
11810.679,286.37,1862.02,404.40,0
11810.726,286.37,1862.02,404.40,0
11810.758,281.15,1886.68,381.19,0
11810.804,281.15,1886.68,381.19,0
11810.851,280.47,1874.19,370.88,0
11810.898,280.47,1874.19,370.88,0
11810.929,282.94,1849.58,415.72,0
11810.976,282.94,1849.58,415.72,0
11811.008,277.14,1889.44,384.79,0
11811.054,277.14,1889.44,384.79,0
11811.101,274.86,1913.34,428.45,0
11811.133,274.86,1913.34,428.45,0
11811.164,281.06,1859.22,395.22,0
11811.222,281.06,1859.22,395.22,0
11811.253,283.11,1892.05,450.71,0
11811.3,283.11,1892.05,450.71,0
11811.347,285.90,1860.71,393.41,0
11811.393,285.90,1860.71,393.41,0
11811.425,290.12,1871.05,428.06,0
11811.472,290.12,1871.05,428.06,0
11811.503,284.29,1817.21,398.27,0
11811.55,284.29,1817.21,398.27,0
11811.581,280.41,1835.70,374.39,0
11811.628,280.41,1835.70,374.39,0
11811.675,276.96,1888.27,396.49,0
11811.706,276.96,1888.27,396.49,0
11811.753,278.63,1847.02,405.16,0
11811.784,278.63,1847.02,405.16,0
11811.831,278.63,1847.02,405.16,0
11811.878,288.43,1857.24,456.77,0
11811.909,282.55,1831.48,396.31,0
11811.956,282.55,1831.48,396.31,0
11812.003,277.30,1837.13,372.42,0
11812.034,277.30,1837.13,372.42,0
11812.065,277.30,1837.13,372.42,0
11812.112,285.40,1872.96,433.45,0
11812.144,285.40,1872.96,433.45,1448.46
11812.19,281.27,673.12,403.56,0
11812.222,281.27,673.12,403.56,0
11812.269,290.84,424.50,408.62,0
11812.3,290.84,424.50,408.62,0
11812.347,277.68,478.92,424.24,0
11812.378,277.68,478.92,424.24,0
11812.425,280.44,495.44,441.87,0
11812.472,280.44,495.44,441.87,0
11812.503,267.43,473.23,424.72,0
11812.55,267.43,473.23,424.72,0
11812.581,274.40,451.25,405.81,0
11812.628,274.40,451.25,405.81,0
11812.675,283.66,474.61,429.42,0
11812.706,283.66,474.61,429.42,0
11812.753,279.82,487.53,418.32,0
11812.784,279.82,487.53,418.32,0
11812.815,279.82,487.53,418.32,0
11812.847,277.67,506.66,443.13,0
11812.894,277.67,506.66,443.13,0
11812.925,276.04,463.66,433.34,0
11812.972,276.04,463.66,433.34,0
11813.003,280.63,474.02,420.80,0
11813.05,280.63,474.02,420.80,0
11813.081,284.29,428.15,442.95,0
11813.144,284.29,428.15,442.95,0
11813.186,272.76,482.76,371.13,0
11813.217,272.76,482.76,371.13,0
11813.248,287.84,437.47,466.54,0
11813.295,287.84,437.47,466.54,0
11813.326,276.34,510.11,415.82,0
11813.373,276.34,510.11,415.82,0
11813.42,284.22,479.63,371.52,0
11813.467,284.22,479.63,371.52,0
11813.498,278.32,446.15,395.07,0
11813.529,278.32,446.15,395.07,0
11813.561,278.32,446.15,395.07,0
11813.608,275.70,466.54,372.34,0
11813.639,275.70,466.54,372.34,0
11813.686,281.33,478.99,385.15,0
11813.733,281.33,478.99,385.15,0
11813.779,276.85,505.68,412.79,0
11813.811,276.85,505.68,412.79,0
11813.858,276.21,498.50,453.02,0
11813.889,276.21,498.50,453.02,0
11813.92,280.31,462.52,440.67,0
11813.967,280.31,462.52,440.67,0
11813.998,275.63,433.77,436.32,0
11814.045,275.63,433.77,436.32,0
11814.076,282.38,458.11,377.14,0
11814.123,282.38,458.11,377.14,0
11814.17,284.35,493.49,358.93,0
11814.201,284.35,493.49,358.93,0
11814.238,284.35,493.49,358.93,0
11814.269,288.04,465.96,355.49,0
11814.332,288.04,465.96,355.49,0

e
11806.13,283.16,486.38,411.79,0
11806.162,282.60,464.70,427.35,0
11806.204,282.60,464.70,427.35,0
11806.251,289.11,471.91,411.55,0
11806.298,289.11,471.91,411.55,0
11806.345,274.08,478.24,414.99,0
11806.392,274.08,478.24,414.99,0
11806.423,277.37,476.56,411.73,0
11806.47,277.37,476.56,411.73,0
11806.501,289.88,443.25,436.07,0
11806.548,289.88,443.25,436.07,0
11806.595,280.84,501.08,412.61,0
11806.641,280.84,501.08,412.61,0
11806.673,282.33,465.30,421.87,0
11806.72,282.33,465.30,421.87,0
11806.751,274.96,491.36,388.28,0
11806.798,274.96,491.36,388.28,0
11806.829,283.83,465.58,408.20,0
11806.876,283.83,465.58,408.20,0
11806.907,280.68,479.27,426.17,0
11806.938,280.68,479.27,426.17,0
11806.97,280.68,479.27,426.17,0
11807.017,279.89,480.16,424.04,0
11807.048,279.89,480.16,424.04,0
11807.095,279.89,503.00,361.19,0
11807.157,279.89,503.00,361.19,0
11807.188,279.89,511.28,408.36,0
11807.235,279.89,511.28,408.36,0
11807.267,279.71,462.61,438.66,0
11807.313,279.71,462.61,438.66,0
11807.345,283.05,466.92,446.09,0
11807.392,283.05,466.92,446.09,0
11807.438,289.62,483.46,393.94,0
11807.501,281.78,490.61,439.27,0
11807.532,281.78,490.61,439.27,0
11807.579,287.91,453.41,419.06,0
11807.61,287.91,453.41,419.06,0
11807.673,289.41,505.70,415.24,0
11807.704,289.41,505.70,415.24,0
11807.751,298.66,443.63,437.68,0
11807.782,298.66,443.63,437.68,0
11807.829,283.00,454.67,423.82,0
11807.876,283.00,454.67,423.82,0
11807.923,281.64,476.83,412.63,0
11807.954,281.64,476.83,412.63,0
11808.001,281.17,468.82,376.49,0
11808.032,281.17,468.82,376.49,0
11808.079,282.66,1461.97,416.47,0
11808.11,282.66,1461.97,416.47,0
11808.157,282.66,1461.97,416.47,0
11808.2,283.57,1862.49,426.21,0
11808.246,283.57,1862.49,426.21,0
11808.309,278.06,1907.59,426.70,1463.96
11808.34,276.55,1851.98,373.46,0
11808.387,276.55,1851.98,373.46,0
11808.418,289.72,1862.23,412.06,0
11808.465,289.72,1862.23,412.06,0
11808.496,286.30,1852.40,398.21,0
11808.543,286.30,1852.40,398.21,0
11808.575,292.03,1869.96,449.56,0
11808.622,292.03,1869.96,449.56,0
11808.668,272.86,1863.49,436.62,0
11808.715,272.86,1863.49,436.62,0
11808.778,278.77,1861.78,415.44,0
11808.825,278.77,1861.78,415.44,0
11808.856,281.99,1858.95,413.26,0
11808.887,281.99,1858.95,413.26,0
11808.934,282.50,1894.33,406.04,0
11808.965,282.50,1894.33,406.04,0
11809.012,280.26,1903.44,413.34,0
11809.043,280.26,1903.44,413.34,0
11809.09,281.10,1850.40,435.22,0
11809.121,281.10,1850.40,435.22,0
11809.184,287.11,1867.01,425.27,0
11809.246,281.36,1862.54,402.45,0
11809.278,281.36,1862.54,402.45,0
11809.309,281.36,1862.54,402.45,0
11809.356,285.84,1840.90,411.73,0
11809.403,285.84,1840.90,411.73,0
11809.45,284.26,1853.39,377.07,0
11809.512,276.55,1857.49,382.39,0
11809.543,276.55,1857.49,382.39,0
11809.575,269.77,1880.23,422.21,0
11809.622,269.77,1880.23,422.21,0
11809.668,278.81,1859.64,417.02,0
11809.7,278.81,1859.64,417.02,0
11809.746,278.81,1859.64,417.02,0
11809.793,272.15,1849.62,406.97,0
11809.825,274.17,1906.18,425.13,0
11809.872,274.17,1906.18,425.13,0
11809.918,273.42,1889.93,400.03,0
11809.95,273.42,1889.93,400.03,0
11809.981,273.42,1889.93,400.03,0
11810.028,272.92,1850.13,402.92,0
11810.075,272.92,1850.13,402.92,0
11810.106,280.16,1854.37,404.16,0
11810.153,280.16,1854.37,404.16,0
11810.195,286.39,1902.18,465.15,0
11810.226,286.39,1902.18,465.15,0
11810.257,287.94,1897.77,467.11,0
11810.32,287.94,1897.77,467.11,0
11810.351,287.53,1877.82,462.42,0
11810.398,287.53,1877.82,462.42,0
11810.445,290.03,1818.25,379.35,0
11810.476,290.03,1818.25,379.35,0
11810.523,285.32,1881.14,433.91,0
11810.554,285.32,1881.14,433.91,0
11810.601,287.14,1866.59,423.94,0
11810.633,287.14,1866.59,423.94,0
11810.679,286.37,1862.02,404.40,0
11810.726,286.37,1862.02,404.40,0
11810.758,281.15,1886.68,381.19,0
11810.804,281.15,1886.68,381.19,0
11810.851,280.47,1874.19,370.88,0
11810.898,280.47,1874.19,370.88,0
11810.929,282.94,1849.58,415.72,0
11810.976,282.94,1849.58,415.72,0
11811.008,277.14,1889.44,384.79,0
11811.054,277.14,1889.44,384.79,0
11811.101,274.86,1913.34,428.45,0
11811.133,274.86,1913.34,428.45,0
11811.164,281.06,1859.22,395.22,0
11811.222,281.06,1859.22,395.22,0
11811.253,283.11,1892.05,450.71,0
11811.3,283.11,1892.05,450.71,0
11811.347,285.90,1860.71,393.41,0
11811.393,285.90,1860.71,393.41,0
11811.425,290.12,1871.05,428.06,0
11811.472,290.12,1871.05,428.06,0
11811.503,284.29,1817.21,398.27,0
11811.55,284.29,1817.21,398.27,0
11811.581,280.41,1835.70,374.39,0
11811.628,280.41,1835.70,374.39,0
11811.675,276.96,1888.27,396.49,0
11811.706,276.96,1888.27,396.49,0
11811.753,278.63,1847.02,405.16,0
11811.784,278.63,1847.02,405.16,0
11811.831,278.63,1847.02,405.16,0
11811.878,288.43,1857.24,456.77,0
11811.909,282.55,1831.48,396.31,0
11811.956,282.55,1831.48,396.31,0
11812.003,277.30,1837.13,372.42,0
11812.034,277.30,1837.13,372.42,0
11812.065,277.30,1837.13,372.42,0
11812.112,285.40,1872.96,433.45,0
11812.144,285.40,1872.96,433.45,1448.46
11812.19,281.27,673.12,403.56,0
11812.222,281.27,673.12,403.56,0
11812.269,290.84,424.50,408.62,0
11812.3,290.84,424.50,408.62,0
11812.347,277.68,478.92,424.24,0
11812.378,277.68,478.92,424.24,0
11812.425,280.44,495.44,441.87,0
11812.472,280.44,495.44,441.87,0
11812.503,267.43,473.23,424.72,0
11812.55,267.43,473.23,424.72,0
11812.581,274.40,451.25,405.81,0
11812.628,274.40,451.25,405.81,0
11812.675,283.66,474.61,429.42,0
11812.706,283.66,474.61,429.42,0
11812.753,279.82,487.53,418.32,0
11812.784,279.82,487.53,418.32,0
11812.815,279.82,487.53,418.32,0
11812.847,277.67,506.66,443.13,0
11812.894,277.67,506.66,443.13,0
11812.925,276.04,463.66,433.34,0
11812.972,276.04,463.66,433.34,0
11813.003,280.63,474.02,420.80,0
11813.05,280.63,474.02,420.80,0
11813.081,284.29,428.15,442.95,0
11813.144,284.29,428.15,442.95,0
11813.186,272.76,482.76,371.13,0
11813.217,272.76,482.76,371.13,0
11813.248,287.84,437.47,466.54,0
11813.295,287.84,437.47,466.54,0
11813.326,276.34,510.11,415.82,0
11813.373,276.34,510.11,415.82,0
11813.42,284.22,479.63,371.52,0
11813.467,284.22,479.63,371.52,0
11813.498,278.32,446.15,395.07,0
11813.529,278.32,446.15,395.07,0
11813.561,278.32,446.15,395.07,0
11813.608,275.70,466.54,372.34,0
11813.639,275.70,466.54,372.34,0
11813.686,281.33,478.99,385.15,0
11813.733,281.33,478.99,385.15,0
11813.779,276.85,505.68,412.79,0
11813.811,276.85,505.68,412.79,0
11813.858,276.21,498.50,453.02,0
11813.889,276.21,498.50,453.02,0
11813.92,280.31,462.52,440.67,0
11813.967,280.31,462.52,440.67,0
11813.998,275.63,433.77,436.32,0
11814.045,275.63,433.77,436.32,0
11814.076,282.38,458.11,377.14,0
11814.123,282.38,458.11,377.14,0
11814.17,284.35,493.49,358.93,0
11814.201,284.35,493.49,358.93,0
11814.238,284.35,493.49,358.93,0
11814.269,288.04,465.96,355.49,0
11814.332,288.04,465.96,355.49,0

e
11806.13,283.16,486.38,411.79,0
11806.162,282.60,464.70,427.35,0
11806.204,282.60,464.70,427.35,0
11806.251,289.11,471.91,411.55,0
11806.298,289.11,471.91,411.55,0
11806.345,274.08,478.24,414.99,0
11806.392,274.08,478.24,414.99,0
11806.423,277.37,476.56,411.73,0
11806.47,277.37,476.56,411.73,0
11806.501,289.88,443.25,436.07,0
11806.548,289.88,443.25,436.07,0
11806.595,280.84,501.08,412.61,0
11806.641,280.84,501.08,412.61,0
11806.673,282.33,465.30,421.87,0
11806.72,282.33,465.30,421.87,0
11806.751,274.96,491.36,388.28,0
11806.798,274.96,491.36,388.28,0
11806.829,283.83,465.58,408.20,0
11806.876,283.83,465.58,408.20,0
11806.907,280.68,479.27,426.17,0
11806.938,280.68,479.27,426.17,0
11806.97,280.68,479.27,426.17,0
11807.017,279.89,480.16,424.04,0
11807.048,279.89,480.16,424.04,0
11807.095,279.89,503.00,361.19,0
11807.157,279.89,503.00,361.19,0
11807.188,279.89,511.28,408.36,0
11807.235,279.89,511.28,408.36,0
11807.267,279.71,462.61,438.66,0
11807.313,279.71,462.61,438.66,0
11807.345,283.05,466.92,446.09,0
11807.392,283.05,466.92,446.09,0
11807.438,289.62,483.46,393.94,0
11807.501,281.78,490.61,439.27,0
11807.532,281.78,490.61,439.27,0
11807.579,287.91,453.41,419.06,0
11807.61,287.91,453.41,419.06,0
11807.673,289.41,505.70,415.24,0
11807.704,289.41,505.70,415.24,0
11807.751,298.66,443.63,437.68,0
11807.782,298.66,443.63,437.68,0
11807.829,283.00,454.67,423.82,0
11807.876,283.00,454.67,423.82,0
11807.923,281.64,476.83,412.63,0
11807.954,281.64,476.83,412.63,0
11808.001,281.17,468.82,376.49,0
11808.032,281.17,468.82,376.49,0
11808.079,282.66,1461.97,416.47,0
11808.11,282.66,1461.97,416.47,0
11808.157,282.66,1461.97,416.47,0
11808.2,283.57,1862.49,426.21,0
11808.246,283.57,1862.49,426.21,0
11808.309,278.06,1907.59,426.70,1463.96
11808.34,276.55,1851.98,373.46,0
11808.387,276.55,1851.98,373.46,0
11808.418,289.72,1862.23,412.06,0
11808.465,289.72,1862.23,412.06,0
11808.496,286.30,1852.40,398.21,0
11808.543,286.30,1852.40,398.21,0
11808.575,292.03,1869.96,449.56,0
11808.622,292.03,1869.96,449.56,0
11808.668,272.86,1863.49,436.62,0
11808.715,272.86,1863.49,436.62,0
11808.778,278.77,1861.78,415.44,0
11808.825,278.77,1861.78,415.44,0
11808.856,281.99,1858.95,413.26,0
11808.887,281.99,1858.95,413.26,0
11808.934,282.50,1894.33,406.04,0
11808.965,282.50,1894.33,406.04,0
11809.012,280.26,1903.44,413.34,0
11809.043,280.26,1903.44,413.34,0
11809.09,281.10,1850.40,435.22,0
11809.121,281.10,1850.40,435.22,0
11809.184,287.11,1867.01,425.27,0
11809.246,281.36,1862.54,402.45,0
11809.278,281.36,1862.54,402.45,0
11809.309,281.36,1862.54,402.45,0
11809.356,285.84,1840.90,411.73,0
11809.403,285.84,1840.90,411.73,0
11809.45,284.26,1853.39,377.07,0
11809.512,276.55,1857.49,382.39,0
11809.543,276.55,1857.49,382.39,0
11809.575,269.77,1880.23,422.21,0
11809.622,269.77,1880.23,422.21,0
11809.668,278.81,1859.64,417.02,0
11809.7,278.81,1859.64,417.02,0
11809.746,278.81,1859.64,417.02,0
11809.793,272.15,1849.62,406.97,0
11809.825,274.17,1906.18,425.13,0
11809.872,274.17,1906.18,425.13,0
11809.918,273.42,1889.93,400.03,0
11809.95,273.42,1889.93,400.03,0
11809.981,273.42,1889.93,400.03,0
11810.028,272.92,1850.13,402.92,0
11810.075,272.92,1850.13,402.92,0
11810.106,280.16,1854.37,404.16,0
11810.153,280.16,1854.37,404.16,0
11810.195,286.39,1902.18,465.15,0
11810.226,286.39,1902.18,465.15,0
11810.257,287.94,1897.77,467.11,0
