set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
9393.665,396.86,485.83,601.04,0
9393.712,395.17,498.29,601.91,0
9393.743,395.17,498.29,601.91,0
9393.79,392.53,503.44,605.78,0
9393.821,392.53,503.44,605.78,0
9393.868,398.47,485.06,584.01,0
9393.915,398.47,485.06,584.01,0

e
9389.687,403.28,486.91,351.41,0
9389.718,403.28,486.91,351.41,0
9389.765,401.14,475.87,357.71,0
9389.796,401.14,475.87,357.71,0
9389.843,402.24,475.00,343.13,0
9389.874,402.24,475.00,343.13,0
9389.906,397.23,502.20,371.91,0
9389.952,397.23,502.20,371.91,0
9389.984,397.23,502.20,371.91,0
9390.015,401.48,471.67,376.37,0
9390.077,401.48,471.67,376.37,0
9390.124,400.12,489.31,347.52,0
9390.156,399.79,479.31,366.53,0
9390.213,399.79,479.31,366.53,0
9390.245,392.09,514.31,325.06,0
9390.291,392.09,514.31,325.06,0
9390.323,400.55,505.89,413.27,0
9390.37,400.55,505.89,413.27,0
9390.416,398.76,500.68,403.53,0
9390.463,398.76,500.68,403.53,0
9390.51,398.02,489.14,374.85,0
9390.557,398.02,489.14,374.85,0
9390.604,398.46,479.49,347.77,0
9390.635,398.46,479.49,347.77,0
9390.682,400.18,487.96,371.71,0
9390.713,400.18,487.96,371.71,0
9390.791,393.59,505.18,368.61,0
9390.823,394.41,517.92,381.70,0
9390.87,394.41,517.92,381.70,0
9390.916,398.00,457.49,357.45,0
9390.948,398.00,457.49,357.45,0
9390.979,398.00,457.49,357.45,0
9391.01,406.95,492.59,377.32,0
9391.057,406.95,492.59,377.32,0
9391.104,402.55,448.42,347.97,0
9391.151,402.55,448.42,347.97,0
9391.202,393.95,480.81,359.59,0
9391.249,393.95,480.81,359.59,0
9391.312,398.87,448.46,345.24,0
9391.343,395.93,517.69,354.88,0
9391.39,395.93,517.69,354.88,0
9391.437,393.09,500.02,343.41,0
9391.483,393.09,500.02,343.41,0
9391.546,399.67,453.64,370.58,0
9391.577,399.67,453.64,370.58,0
9391.624,403.76,438.53,369.77,0
9391.655,403.76,438.53,369.77,0
9391.702,398.60,484.83,392.75,0
9391.733,398.60,484.83,392.75,0
9391.796,397.21,512.24,364.99,0
9391.827,397.21,512.24,364.99,0
9391.874,396.44,527.38,372.81,0
9391.904,396.44,527.38,372.81,0
9391.955,399.83,521.82,395.20,0
9392.002,399.83,521.82,395.20,0
9392.033,404.61,458.15,411.59,0
9392.08,404.61,458.15,411.59,0
9392.111,397.64,489.76,386.92,0
9392.143,397.64,489.76,386.92,0
9392.185,395.21,472.37,339.36,0
9392.231,395.21,472.37,339.36,0
9392.263,399.56,447.09,538.37,0
9392.31,399.56,447.09,538.37,0
9392.341,398.67,488.43,1115.06,775.7001
9392.388,398.67,488.43,1115.06,0
9392.435,402.54,471.32,869.03,0
9392.466,402.54,471.32,869.03,0
9392.497,402.54,471.32,869.03,0
9392.544,397.41,503.34,718.23,0
9392.591,397.41,503.34,718.23,0
9392.622,394.15,528.61,653.01,0
9392.653,394.15,528.61,653.01,0
9392.7,398.70,500.19,615.51,0
9392.731,398.70,500.19,615.51,0
9392.778,395.00,517.81,591.37,0
9392.825,395.00,517.81,591.37,0
9392.888,403.54,463.18,660.41,0
9392.935,398.02,475.27,604.45,0
9392.964,398.02,475.27,604.45,0
9392.996,398.02,475.27,604.45,0
9393.043,394.81,505.76,599.46,0
9393.074,394.81,505.76,599.46,0
9393.136,399.99,475.44,578.30,0
9393.183,398.76,487.96,585.92,0
9393.23,398.76,487.96,585.92,0
9393.29,398.44,496.37,617.94,0
9393.321,398.44,496.37,617.94,0
9393.384,407.66,452.82,635.71,0
9393.43,402.97,499.37,601.64,0
9393.477,402.97,499.37,601.64,0
9393.509,397.48,478.92,607.10,0
9393.556,397.48,478.92,607.10,0
9393.602,396.86,485.83,601.04,0
9393.634,396.86,485.83,601.04,0
9393.665,396.86,485.83,601.04,0
9393.712,395.17,498.29,601.91,0
9393.743,395.17,498.29,601.91,0
9393.79,392.53,503.44,605.78,0
9393.821,392.53,503.44,605.78,0
9393.868,398.47,485.06,584.01,0
9393.915,398.47,485.06,584.01,0

e
9389.687,403.28,486.91,351.41,0
9389.718,403.28,486.91,351.41,0
9389.765,401.14,475.87,357.71,0
9389.796,401.14,475.87,357.71,0
9389.843,402.24,475.00,343.13,0
9389.874,402.24,475.00,343.13,0
9389.906,397.23,502.20,371.91,0
9389.952,397.23,502.20,371.91,0
9389.984,397.23,502.20,371.91,0
9390.015,401.48,471.67,376.37,0
9390.077,401.48,471.67,376.37,0
9390.124,400.12,489.31,347.52,0
9390.156,399.79,479.31,366.53,0
9390.213,399.79,479.31,366.53,0
9390.245,392.09,514.31,325.06,0
9390.291,392.09,514.31,325.06,0
9390.323,400.55,505.89,413.27,0
9390.37,400.55,505.89,413.27,0
9390.416,398.76,500.68,403.53,0
9390.463,398.76,500.68,403.53,0
9390.51,398.02,489.14,374.85,0
9390.557,398.02,489.14,374.85,0
9390.604,398.46,479.49,347.77,0
9390.635,398.46,479.49,347.77,0
9390.682,400.18,487.96,371.71,0
9390.713,400.18,487.96,371.71,0
9390.791,393.59,505.18,368.61,0
9390.823,394.41,517.92,381.70,0
9390.87,394.41,517.92,381.70,0
9390.916,398.00,457.49,357.45,0
9390.948,398.00,457.49,357.45,0
9390.979,398.00,457.49,357.45,0
9391.01,406.95,492.59,377.32,0
9391.057,406.95,492.59,377.32,0
9391.104,402.55,448.42,347.97,0
9391.151,402.55,448.42,347.97,0
9391.202,393.95,480.81,359.59,0
9391.249,393.95,480.81,359.59,0
9391.312,398.87,448.46,345.24,0
9391.343,395.93,517.69,354.88,0
9391.39,395.93,517.69,354.88,0
9391.437,393.09,500.02,343.41,0
9391.483,393.09,500.02,343.41,0
9391.546,399.67,453.64,370.58,0
9391.577,399.67,453.64,370.58,0
9391.624,403.76,438.53,369.77,0
9391.655,403.76,438.53,369.77,0
9391.702,398.60,484.83,392.75,0
9391.733,398.60,484.83,392.75,0
9391.796,397.21,512.24,364.99,0
9391.827,397.21,512.24,364.99,0
9391.874,396.44,527.38,372.81,0
9391.904,396.44,527.38,372.81,0
9391.955,399.83,521.82,395.20,0
9392.002,399.83,521.82,395.20,0
9392.033,404.61,458.15,411.59,0
9392.08,404.61,458.15,411.59,0
9392.111,397.64,489.76,386.92,0
9392.143,397.64,489.76,386.92,0
9392.185,395.21,472.37,339.36,0
9392.231,395.21,472.37,339.36,0
9392.263,399.56,447.09,538.37,0
9392.31,399.56,447.09,538.37,0
9392.341,398.67,488.43,1115.06,775.7001
9392.388,398.67,488.43,1115.06,0
9392.435,402.54,471.32,869.03,0
9392.466,402.54,471.32,869.03,0
9392.497,402.54,471.32,869.03,0
9392.544,397.41,503.34,718.23,0
9392.591,397.41,503.34,718.23,0
9392.622,394.15,528.61,653.01,0
9392.653,394.15,528.61,653.01,0
9392.7,398.70,500.19,615.51,0
9392.731,398.70,500.19,615.51,0
9392.778,395.00,517.81,591.37,0
9392.825,395.00,517.81,591.37,0
9392.888,403.54,463.18,660.41,0
9392.935,398.02,475.27,604.45,0
9392.964,398.02,475.27,604.45,0
9392.996,398.02,475.27,604.45,0
9393.043,394.81,505.76,599.46,0
9393.074,394.81,505.76,599.46,0
9393.136,399.99,475.44,578.30,0
9393.183,398.76,487.96,585.92,0
9393.23,398.76,487.96,585.92,0
9393.29,398.44,496.37,617.94,0
9393.321,398.44,496.37,617.94,0
9393.384,407.66,452.82,635.71,0
9393.43,402.97,499.37,601.64,0
9393.477,402.97,499.37,601.64,0
9393.509,397.48,478.92,607.10,0
9393.556,397.48,478.92,607.10,0
9393.602,396.86,485.83,601.04,0
9393.634,396.86,485.83,601.04,0
9393.665,396.86,485.83,601.04,0
9393.712,395.17,498.29,601.91,0
9393.743,395.17,498.29,601.91,0
9393.79,392.53,503.44,605.78,0
9393.821,392.53,503.44,605.78,0
9393.868,398.47,485.06,584.01,0
9393.915,398.47,485.06,584.01,0

e
