set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
9434.801,393.30,486.32,696.02,0
9434.863,397.83,492.38,667.50,0
9434.926,397.83,492.38,667.50,0
9434.973,394.61,495.68,654.83,0
9435.019,394.81,498.54,625.28,0
9435.066,394.81,498.54,625.28,0
9435.113,393.94,522.99,615.70,0
9435.163,393.94,522.99,615.70,0
9435.202,400.16,442.41,629.43,0
9435.249,400.16,442.41,629.43,0
9435.28,392.20,509.63,575.04,0
9435.327,392.20,509.63,575.04,0
9435.374,401.72,450.69,635.10,0
9435.421,401.72,450.69,635.10,0
9435.468,395.60,514.94,601.87,0
9435.499,395.60,514.94,601.87,0
9435.53,393.73,495.03,629.17,0
9435.577,393.73,495.03,629.17,0
9435.624,395.10,469.31,581.32,0
9435.655,395.10,469.31,581.32,0
9435.686,398.08,467.56,617.21,0
9435.733,398.08,467.56,617.21,0
9435.765,391.54,519.96,574.87,0
9435.811,391.54,519.96,574.87,0
9435.843,397.04,488.61,642.48,0
9435.89,397.04,488.61,642.48,0
9435.936,396.89,489.88,623.36,0
9435.968,396.89,489.88,623.36,0
9435.999,396.89,489.88,623.36,0
9436.046,394.18,472.19,603.00,0
9436.093,394.18,472.19,603.00,0
9436.14,392.49,510.32,606.43,0
9436.186,390.70,494.08,591.48,0
9436.218,390.70,494.08,591.48,0
9436.249,390.70,494.08,591.48,0
9436.296,390.61,525.08,589.70,0
9436.343,390.61,525.08,589.70,0

e
9432.045,400.15,494.23,405.92,0
9432.076,400.15,494.23,405.92,0
9432.123,403.33,474.08,383.99,0
9432.157,403.33,474.08,383.99,0
9432.212,391.66,529.34,376.54,0
9432.274,398.12,483.95,362.43,0
9432.321,398.12,483.95,362.43,0
9432.368,396.50,477.09,331.16,0
9432.415,396.50,477.09,331.16,0
9432.462,395.46,478.10,388.82,0
9432.509,401.08,479.56,381.31,0
9432.556,401.08,479.56,381.31,0
9432.587,398.82,479.46,375.92,0
9432.634,398.82,479.46,375.92,0
9432.681,393.01,487.27,361.83,0
9432.712,393.01,487.27,361.83,0
9432.774,399.00,440.58,385.22,0
9432.821,399.00,440.58,385.22,0
9432.868,389.51,525.40,344.80,0
9432.915,389.51,525.40,344.80,0
9432.962,395.48,481.90,360.45,0
9432.993,395.48,481.90,360.45,0
9433.04,396.70,480.55,373.15,0
9433.087,396.70,480.55,373.15,0
9433.134,398.98,476.73,374.34,0
9433.168,398.98,476.73,374.34,0
9433.207,396.45,491.77,367.80,0
9433.269,395.61,484.52,359.93,0
9433.316,395.61,484.52,359.93,0
9433.363,391.63,492.01,357.26,0
9433.394,391.63,492.01,357.26,0
9433.426,388.25,530.20,383.91,0
9433.472,388.25,530.20,383.91,0
9433.519,404.55,451.62,381.36,0
9433.566,404.55,451.62,381.36,0
9433.598,405.13,503.35,349.43,0
9433.644,405.13,503.35,349.43,0
9433.676,397.20,458.87,372.53,0
9433.723,397.20,458.87,372.53,0
9433.769,392.06,497.60,391.61,0
9433.816,392.06,497.60,391.61,0
9433.863,394.70,461.30,368.26,0
9433.894,394.70,461.30,368.26,0
9433.926,391.94,511.09,374.61,0
9433.973,391.94,511.09,374.61,0
9434.019,393.85,493.57,369.89,0
9434.051,393.85,493.57,369.89,0
9434.082,393.85,493.57,369.89,0
9434.129,397.34,494.55,362.51,0
9434.176,397.34,494.55,362.51,0
9434.223,400.85,461.03,405.37,0
9434.269,395.32,488.08,349.35,0
9434.316,395.32,488.08,349.35,0
9434.363,402.03,474.21,363.26,0
9434.394,402.03,474.21,363.26,0
9434.441,401.97,454.26,363.63,0
9434.488,401.97,454.26,363.63,0
9434.519,394.10,490.76,893.71,0
9434.566,394.10,490.76,893.71,0
9434.613,392.64,462.57,961.82,612.47
9434.644,392.64,462.57,961.82,0
9434.676,394.26,466.16,777.89,0
9434.723,394.26,466.16,777.89,0
9434.769,393.30,486.32,696.02,0
9434.801,393.30,486.32,696.02,0
9434.863,397.83,492.38,667.50,0
9434.926,397.83,492.38,667.50,0
9434.973,394.61,495.68,654.83,0
9435.019,394.81,498.54,625.28,0
9435.066,394.81,498.54,625.28,0
9435.113,393.94,522.99,615.70,0
9435.163,393.94,522.99,615.70,0
9435.202,400.16,442.41,629.43,0
9435.249,400.16,442.41,629.43,0
9435.28,392.20,509.63,575.04,0
9435.327,392.20,509.63,575.04,0
9435.374,401.72,450.69,635.10,0
9435.421,401.72,450.69,635.10,0
9435.468,395.60,514.94,601.87,0
9435.499,395.60,514.94,601.87,0
9435.53,393.73,495.03,629.17,0
9435.577,393.73,495.03,629.17,0
9435.624,395.10,469.31,581.32,0
9435.655,395.10,469.31,581.32,0
9435.686,398.08,467.56,617.21,0
9435.733,398.08,467.56,617.21,0
9435.765,391.54,519.96,574.87,0
9435.811,391.54,519.96,574.87,0
9435.843,397.04,488.61,642.48,0
9435.89,397.04,488.61,642.48,0
9435.936,396.89,489.88,623.36,0
9435.968,396.89,489.88,623.36,0
9435.999,396.89,489.88,623.36,0
9436.046,394.18,472.19,603.00,0
9436.093,394.18,472.19,603.00,0
9436.14,392.49,510.32,606.43,0
9436.186,390.70,494.08,591.48,0
9436.218,390.70,494.08,591.48,0
9436.249,390.70,494.08,591.48,0
9436.296,390.61,525.08,589.70,0
9436.343,390.61,525.08,589.70,0

e
