set terminal pdf
set title "Sample plot generated by BeepBeep 3"
set datafile separator ","
plot "-" u 1:2 t "S.WL3" w linespoints, "-" u 1:3 t "S.WL2" w linespoints, "-" u 1:4 t "S.WL1" w linespoints, "-" u 1:5 t "T.x" w linespoints
7785.552,351.98,478.57,445.30,0
7785.599,351.98,478.57,445.30,0
7785.677,344.07,522.86,401.12,0
7785.724,347.88,475.83,415.05,0
7785.77,347.88,475.83,415.05,0
7785.817,347.95,452.00,409.51,0
7785.864,347.95,452.00,409.51,0
7785.895,342.49,506.64,434.60,0
7785.942,342.49,506.64,434.60,0
7785.989,343.44,495.85,437.08,0
7786.114,325.08,497.75,397.77,0
7786.161,336.55,479.12,400.14,0
7786.317,321.79,511.87,428.70,0
7786.395,326.41,486.37,407.11,0
7786.427,326.41,486.37,407.11,0
7786.536,343.74,464.21,378.73,0
7786.583,343.24,519.90,386.31,0
7786.646,347.96,445.49,405.70,0
7786.677,347.96,445.49,405.70,0
7786.724,344.84,481.72,393.01,0
7786.755,344.84,481.72,393.01,0
7786.817,332.78,481.50,401.25,0
7786.849,332.78,481.50,401.25,0
7786.88,327.99,500.97,366.25,0
7786.927,327.99,500.97,366.25,0
7786.974,331.14,469.25,429.53,0
7787.021,331.14,469.25,429.53,0
7787.067,319.86,511.43,387.56,0
7787.099,319.86,511.43,387.56,0
7787.146,325.50,504.59,423.87,0
7787.188,325.50,504.59,423.87,0
7787.235,326.73,495.41,415.12,0
7787.281,326.73,495.41,415.12,0
7787.344,319.96,468.80,393.91,0
7787.391,316.16,485.43,387.32,0
7787.5,316.16,485.43,387.32,0
7787.547,327.97,496.95,432.38,0
7787.594,323.19,482.02,362.54,0
7787.627,331.13,462.85,410.74,0
7787.669,331.13,462.85,410.74,0
7787.71,331.13,462.85,410.74,0
7787.757,326.88,466.71,438.52,0
7787.804,316.53,451.70,387.78,0
7787.85,316.53,451.70,387.78,0
7787.882,309.60,531.45,419.17,0
7787.929,309.60,531.45,419.17,0
7787.975,327.37,467.83,420.13,0
7788.022,327.37,467.83,420.13,0
7788.069,315.58,486.16,429.64,0
7788.132,318.30,481.82,398.28,0
7788.257,318.30,481.82,398.28,0
7788.304,320.03,476.39,1272.29,0
7788.35,320.03,476.39,1272.29,0
7788.413,322.16,504.75,1275.23,0
7788.475,316.25,524.35,1267.47,0
7788.507,316.25,524.35,1267.47,0
7788.569,320.51,450.65,1331.14,943.36
7788.616,320.51,450.65,1331.14,0
7788.663,322.38,484.38,1279.45,0
7788.71,322.38,484.38,1279.45,0
7788.757,314.70,446.25,1279.04,0
7788.804,308.14,526.82,1273.46,0
7788.85,308.14,526.82,1273.46,0
7788.897,312.79,472.10,1287.42,0
7788.944,312.79,472.10,1287.42,0
7788.991,317.23,473.46,1263.84,0
7789.022,317.23,473.46,1263.84,0
7789.069,314.94,508.83,1258.31,0
7789.1,314.94,508.83,1258.31,0
7789.132,314.47,455.24,1277.11,0
7789.19,314.47,455.24,1277.11,0
7789.237,312.26,514.67,1263.35,0
7789.268,312.26,514.67,1263.35,0
7789.315,318.28,473.22,1332.02,0
7789.362,318.28,473.22,1332.02,0
7789.44,313.16,494.09,1277.83,0
7789.487,313.26,486.44,1282.42,0
7789.533,313.26,486.44,1282.42,0
7789.58,313.39,488.61,1274.91,0
7789.627,313.39,488.61,1274.91,0
7789.674,316.56,503.70,1320.68,0
7789.721,315.70,462.64,1334.18,0
7789.752,315.70,462.64,1334.18,0
7789.799,315.70,462.64,1334.18,0
7789.83,314.96,438.53,1334.38,0
7789.877,314.96,438.53,1334.38,0
7790.033,315.82,465.32,1297.88,0
7790.08,303.50,526.62,1262.95,0
7790.127,303.50,526.62,1262.95,0
7790.174,310.70,495.01,1312.39,0
7790.237,315.02,488.00,1314.58,0
7790.283,315.02,488.00,1314.58,0
7790.33,317.19,465.69,1276.99,0
7790.362,317.19,465.69,1276.99,0
7790.408,325.81,484.96,1332.47,0
7790.455,325.81,484.96,1332.47,0
7790.502,318.24,477.48,1314.15,0
7790.643,318.23,491.35,1254.22,0
7790.674,315.80,475.24,1312.98,0
7790.737,315.80,475.24,1312.98,0
7790.783,315.57,474.70,1299.07,0
7790.846,310.71,479.00,1309.07,0
7790.924,317.06,509.44,1317.25,0
7790.971,317.06,509.44,1317.25,0
7791.018,310.51,454.85,1272.71,0
7791.065,310.51,454.85,1272.71,0
7791.112,314.32,486.39,1322.10,0
7791.143,318.29,451.23,1343.11,0
7791.185,318.29,451.23,1343.11,0
7791.232,312.08,471.32,1295.14,0
7791.294,312.08,471.32,1295.14,0
7791.341,313.56,479.54,1324.90,0
7791.372,313.56,479.54,1324.90,0
7791.404,311.69,493.43,1262.62,0
7791.451,311.69,493.43,1262.62,0
7791.497,314.92,473.20,1270.53,0
7791.544,314.92,473.20,1270.53,0
7791.654,311.76,439.25,1288.62,0
7791.685,311.76,439.25,1288.62,0
7791.734,311.76,439.25,1288.62,0
7791.78,312.32,472.18,1295.53,0
7791.812,313.98,477.38,1264.09,0
7791.859,313.98,477.38,1264.09,0
7791.905,318.56,424.88,1296.03,0
7791.937,318.56,424.88,1296.03,0
7791.984,318.56,424.88,1296.03,0
7792.015,311.26,521.26,1280.26,0
7792.062,311.26,521.26,1280.26,0
7792.124,312.92,480.44,1278.32,0
7792.171,318.71,491.05,1323.87,0
7792.202,318.71,491.05,1323.87,0
7792.249,323.32,442.81,1308.57,0
7792.28,323.32,442.81,1308.57,0
7792.327,317.18,491.73,1299.61,0
7792.374,317.18,491.73,1299.61,0
7792.405,313.85,500.08,1272.15,0
7792.452,313.85,500.08,1272.15,0
7792.484,313.76,491.21,1248.70,0
7792.53,313.76,491.21,1248.70,0
7792.577,312.81,478.00,1288.12,0
7792.624,312.81,478.00,1288.12,0
7792.655,311.46,486.26,1279.01,0
7792.702,311.46,486.26,1279.01,0
7792.734,312.46,500.27,1296.54,0
7792.781,312.46,500.27,1296.54,0
7792.812,316.40,447.27,1331.16,0
7792.859,316.40,447.27,1331.16,0
7792.905,316.48,444.41,1324.90,0
7792.937,316.48,444.41,1324.90,0
7792.984,316.48,444.41,1324.90,0
7793.015,312.25,531.32,1304.31,0
7793.046,312.25,531.32,1304.31,0
7793.077,314.38,510.20,1280.09,0
7793.124,314.38,510.20,1280.09,0
7793.155,318.11,434.42,1302.95,0
7793.198,318.11,434.42,1302.95,0
7793.229,311.37,473.28,1283.86,0
7793.291,311.37,473.28,1283.86,0
7793.323,315.27,467.67,1273.69,0
7793.369,315.27,467.67,1273.69,0
7793.401,316.15,470.33,1270.73,0
7793.448,316.15,470.33,1270.73,0
7793.494,307.48,484.73,1304.81,0
7793.526,307.48,484.73,1304.81,0
7793.573,310.33,501.96,1296.89,0
7793.604,310.33,501.96,1296.89,0
7793.666,314.06,519.75,1285.05,0
7793.713,314.06,519.75,1285.05,0
7793.744,315.78,503.76,1278.33,0

e
7784.008,314.24,449.95,398.48,0
7784.055,325.44,476.27,425.80,0
7784.102,325.44,476.27,425.80,0
7784.149,338.17,430.18,437.61,0
7784.213,318.03,482.53,404.87,0
7784.244,318.03,482.53,404.87,0
7784.291,324.36,478.30,420.96,0
7784.322,324.36,478.30,420.96,0
7784.369,318.33,463.68,430.68,0
7784.416,318.33,463.68,430.68,0
7784.51,302.65,475.58,368.96,0
7784.541,309.30,505.62,407.92,0
7784.588,309.30,505.62,407.92,0
7784.619,306.44,514.84,438.64,0
7784.697,306.44,514.84,438.64,0
7784.744,309.39,479.07,444.78,0
7784.791,308.17,439.39,487.16,0
7784.822,308.17,439.39,487.16,0
7784.869,323.75,439.45,479.77,0
7784.916,323.75,439.45,479.77,0
7784.963,324.06,438.75,450.97,0
7785.01,324.06,438.75,450.97,0
7785.072,327.57,475.00,413.21,0
7785.119,335.75,484.57,409.20,0
7785.166,335.75,484.57,409.20,0
7785.255,322.28,481.46,425.14,0
7785.302,327.96,472.28,424.05,0
7785.349,327.96,472.28,424.05,0
7785.38,335.83,467.08,408.42,0
7785.427,335.83,467.08,408.42,0
7785.474,341.84,455.71,408.53,0
7785.52,341.84,455.71,408.53,0
7785.552,351.98,478.57,445.30,0
7785.599,351.98,478.57,445.30,0
7785.677,344.07,522.86,401.12,0
7785.724,347.88,475.83,415.05,0
7785.77,347.88,475.83,415.05,0
7785.817,347.95,452.00,409.51,0
7785.864,347.95,452.00,409.51,0
7785.895,342.49,506.64,434.60,0
7785.942,342.49,506.64,434.60,0
7785.989,343.44,495.85,437.08,0
7786.114,325.08,497.75,397.77,0
7786.161,336.55,479.12,400.14,0
7786.317,321.79,511.87,428.70,0
7786.395,326.41,486.37,407.11,0
7786.427,326.41,486.37,407.11,0
7786.536,343.74,464.21,378.73,0
7786.583,343.24,519.90,386.31,0
7786.646,347.96,445.49,405.70,0
7786.677,347.96,445.49,405.70,0
7786.724,344.84,481.72,393.01,0
7786.755,344.84,481.72,393.01,0
7786.817,332.78,481.50,401.25,0
7786.849,332.78,481.50,401.25,0
7786.88,327.99,500.97,366.25,0
7786.927,327.99,500.97,366.25,0
7786.974,331.14,469.25,429.53,0
7787.021,331.14,469.25,429.53,0
7787.067,319.86,511.43,387.56,0
7787.099,319.86,511.43,387.56,0
7787.146,325.50,504.59,423.87,0
7787.188,325.50,504.59,423.87,0
7787.235,326.73,495.41,415.12,0
7787.281,326.73,495.41,415.12,0
7787.344,319.96,468.80,393.91,0
7787.391,316.16,485.43,387.32,0
7787.5,316.16,485.43,387.32,0
7787.547,327.97,496.95,432.38,0
7787.594,323.19,482.02,362.54,0
7787.627,331.13,462.85,410.74,0
7787.669,331.13,462.85,410.74,0
7787.71,331.13,462.85,410.74,0
7787.757,326.88,466.71,438.52,0
7787.804,316.53,451.70,387.78,0
7787.85,316.53,451.70,387.78,0
7787.882,309.60,531.45,419.17,0
7787.929,309.60,531.45,419.17,0
7787.975,327.37,467.83,420.13,0
7788.022,327.37,467.83,420.13,0
7788.069,315.58,486.16,429.64,0
7788.132,318.30,481.82,398.28,0
7788.257,318.30,481.82,398.28,0
7788.304,320.03,476.39,1272.29,0
7788.35,320.03,476.39,1272.29,0
7788.413,322.16,504.75,1275.23,0
7788.475,316.25,524.35,1267.47,0
7788.507,316.25,524.35,1267.47,0
7788.569,320.51,450.65,1331.14,943.36
7788.616,320.51,450.65,1331.14,0
7788.663,322.38,484.38,1279.45,0
7788.71,322.38,484.38,1279.45,0
7788.757,314.70,446.25,1279.04,0
7788.804,308.14,526.82,1273.46,0
7788.85,308.14,526.82,1273.46,0
7788.897,312.79,472.10,1287.42,0
7788.944,312.79,472.10,1287.42,0
7788.991,317.23,473.46,1263.84,0
7789.022,317.23,473.46,1263.84,0
7789.069,314.94,508.83,1258.31,0
7789.1,314.94,508.83,1258.31,0
7789.132,314.47,455.24,1277.11,0
7789.19,314.47,455.24,1277.11,0
7789.237,312.26,514.67,1263.35,0
7789.268,312.26,514.67,1263.35,0
7789.315,318.28,473.22,1332.02,0
7789.362,318.28,473.22,1332.02,0
7789.44,313.16,494.09,1277.83,0
7789.487,313.26,486.44,1282.42,0
7789.533,313.26,486.44,1282.42,0
7789.58,313.39,488.61,1274.91,0
7789.627,313.39,488.61,1274.91,0
7789.674,316.56,503.70,1320.68,0
7789.721,315.70,462.64,1334.18,0
7789.752,315.70,462.64,1334.18,0
7789.799,315.70,462.64,1334.18,0
7789.83,314.96,438.53,1334.38,0
7789.877,314.96,438.53,1334.38,0
7790.033,315.82,465.32,1297.88,0
7790.08,303.50,526.62,1262.95,0
7790.127,303.50,526.62,1262.95,0
7790.174,310.70,495.01,1312.39,0
7790.237,315.02,488.00,1314.58,0
7790.283,315.02,488.00,1314.58,0
7790.33,317.19,465.69,1276.99,0
7790.362,317.19,465.69,1276.99,0
7790.408,325.81,484.96,1332.47,0
7790.455,325.81,484.96,1332.47,0
7790.502,318.24,477.48,1314.15,0
7790.643,318.23,491.35,1254.22,0
7790.674,315.80,475.24,1312.98,0
7790.737,315.80,475.24,1312.98,0
7790.783,315.57,474.70,1299.07,0
7790.846,310.71,479.00,1309.07,0
7790.924,317.06,509.44,1317.25,0
7790.971,317.06,509.44,1317.25,0
7791.018,310.51,454.85,1272.71,0
7791.065,310.51,454.85,1272.71,0
7791.112,314.32,486.39,1322.10,0
7791.143,318.29,451.23,1343.11,0
7791.185,318.29,451.23,1343.11,0
7791.232,312.08,471.32,1295.14,0
7791.294,312.08,471.32,1295.14,0
7791.341,313.56,479.54,1324.90,0
7791.372,313.56,479.54,1324.90,0
7791.404,311.69,493.43,1262.62,0
7791.451,311.69,493.43,1262.62,0
7791.497,314.92,473.20,1270.53,0
7791.544,314.92,473.20,1270.53,0
7791.654,311.76,439.25,1288.62,0
7791.685,311.76,439.25,1288.62,0
7791.734,311.76,439.25,1288.62,0
7791.78,312.32,472.18,1295.53,0
7791.812,313.98,477.38,1264.09,0
7791.859,313.98,477.38,1264.09,0
7791.905,318.56,424.88,1296.03,0
7791.937,318.56,424.88,1296.03,0
7791.984,318.56,424.88,1296.03,0
7792.015,311.26,521.26,1280.26,0
7792.062,311.26,521.26,1280.26,0
7792.124,312.92,480.44,1278.32,0
7792.171,318.71,491.05,1323.87,0
7792.202,318.71,491.05,1323.87,0
7792.249,323.32,442.81,1308.57,0
7792.28,323.32,442.81,1308.57,0
7792.327,317.18,491.73,1299.61,0
7792.374,317.18,491.73,1299.61,0
7792.405,313.85,500.08,1272.15,0
7792.452,313.85,500.08,1272.15,0
7792.484,313.76,491.21,1248.70,0
7792.53,313.76,491.21,1248.70,0
7792.577,312.81,478.00,1288.12,0
7792.624,312.81,478.00,1288.12,0
7792.655,311.46,486.26,1279.01,0
7792.702,311.46,486.26,1279.01,0
7792.734,312.46,500.27,1296.54,0
7792.781,312.46,500.27,1296.54,0
7792.812,316.40,447.27,1331.16,0
7792.859,316.40,447.27,1331.16,0
7792.905,316.48,444.41,1324.90,0
7792.937,316.48,444.41,1324.90,0
7792.984,316.48,444.41,1324.90,0
7793.015,312.25,531.32,1304.31,0
7793.046,312.25,531.32,1304.31,0
7793.077,314.38,510.20,1280.09,0
7793.124,314.38,510.20,1280.09,0
7793.155,318.11,434.42,1302.95,0
7793.198,318.11,434.42,1302.95,0
7793.229,311.37,473.28,1283.86,0
7793.291,311.37,473.28,1283.86,0
7793.323,315.27,467.67,1273.69,0
7793.369,315.27,467.67,1273.69,0
7793.401,316.15,470.33,1270.73,0
7793.448,316.15,470.33,1270.73,0
7793.494,307.48,484.73,1304.81,0
7793.526,307.48,484.73,1304.81,0
7793.573,310.33,501.96,1296.89,0
7793.604,310.33,501.96,1296.89,0
7793.666,314.06,519.75,1285.05,0
7793.713,314.06,519.75,1285.05,0
7793.744,315.78,503.76,1278.33,0

e
7784.008,314.24,449.95,398.48,0
7784.055,325.44,476.27,425.80,0
7784.102,325.44,476.27,425.80,0
7784.149,338.17,430.18,437.61,0
7784.213,318.03,482.53,404.87,0
7784.244,318.03,482.53,404.87,0
7784.291,324.36,478.30,420.96,0
7784.322,324.36,478.30,420.96,0
7784.369,318.33,463.68,430.68,0
7784.416,318.33,463.68,430.68,0
7784.51,302.65,475.58,368.96,0
7784.541,309.30,505.62,407.92,0
7784.588,309.30,505.62,407.92,0
7784.619,306.44,514.84,438.64,0
7784.697,306.44,514.84,438.64,0
7784.744,309.39,479.07,444.78,0
7784.791,308.17,439.39,487.16,0
7784.822,308.17,439.39,487.16,0
7784.869,323.75,439.45,479.77,0
7784.916,323.75,439.45,479.77,0
7784.963,324.06,438.75,450.97,0
7785.01,324.06,438.75,450.97,0
7785.072,327.57,475.00,413.21,0
7785.119,335.75,484.57,409.20,0
7785.166,335.75,484.57,409.20,0
7785.255,322.28,481.46,425.14,0
7785.302,327.96,472.28,424.05,0
7785.349,327.96,472.28,424.05,0
7785.38,335.83,467.08,408.42,0
7785.427,335.83,467.08,408.42,0
7785.474,341.84,455.71,408.53,0
7785.52,341.84,455.71,408.53,0
7785.552,351.98,478.57,445.30,0
7785.599,351.98,478.57,445.30,0
7785.677,344.07,522.86,401.12,0
7785.724,347.88,475.83,415.05,0
7785.77,347.88,475.83,415.05,0
7785.817,347.95,452.00,409.51,0
7785.864,347.95,452.00,409.51,0
7785.895,342.49,506.64,434.60,0
7785.942,342.49,506.64,434.60,0
7785.989,343.44,495.85,437.08,0
7786.114,325.08,497.75,397.77,0
7786.161,336.55,479.12,400.14,0
7786.317,321.79,511.87,428.70,0
7786.395,326.41,486.37,407.11,0
7786.427,326.41,486.37,407.11,0
7786.536,343.74,464.21,378.73,0
7786.583,343.24,519.90,386.31,0
7786.646,347.96,445.49,405.70,0
7786.677,347.96,445.49,405.70,0
7786.724,344.84,481.72,393.01,0
7786.755,344.84,481.72,393.01,0
7786.817,332.78,481.50,401.25,0
7786.849,332.78,481.50,401.25,0
7786.88,327.99,500.97,366.25,0
7786.927,327.99,500.97,366.25,0
7786.974,331.14,469.25,429.53,0
7787.021,331.14,469.25,429.53,0
7787.067,319.86,511.43,387.56,0
7787.099,319.86,511.43,387.56,0
7787.146,325.50,504.59,423.87,0
7787.188,325.50,504.59,423.87,0
7787.235,326.73,495.41,415.12,0
7787.281,326.73,495.41,415.12,0
7787.344,319.96,468.80,393.91,0
7787.391,316.16,485.43,387.32,0
7787.5,316.16,485.43,387.32,0
7787.547,327.97,496.95,432.38,0
7787.594,323.19,482.02,362.54,0
7787.627,331.13,462.85,410.74,0
7787.669,331.13,462.85,410.74,0
7787.71,331.13,462.85,410.74,0
7787.757,326.88,466.71,438.52,0
7787.804,316.53,451.70,387.78,0
7787.85,316.53,451.70,387.78,0
7787.882,309.60,531.45,419.17,0
7787.929,309.60,531.45,419.17,0
7787.975,327.37,467.83,420.13,0
7788.022,327.37,467.83,420.13,0
7788.069,315.58,486.16,429.64,0
7788.132,318.30,481.82,398.28,0
7788.257,318.30,481.82,398.28,0
7788.304,320.03,476.39,1272.29,0
7788.35,320.03,476.39,1272.29,0
7788.413,322.16,504.75,1275.23,0
7788.475,316.25,524.35,1267.47,0
7788.507,316.25,524.35,1267.47,0
7788.569,320.51,450.65,1331.14,943.36
7788.616,320.51,450.65,1331.14,0
7788.663,322.38,484.38,1279.45,0
7788.71,322.38,484.38,1279.45,0
7788.757,314.70,446.25,1279.04,0
7788.804,308.14,526.82,1273.46,0
7788.85,308.14,526.82,1273.46,0
7788.897,312.79,472.10,1287.42,0
7788.944,312.79,472.10,1287.42,0
7788.991,317.23,473.46,1263.84,0
7789.022,317.23,473.46,1263.84,0
